service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description
278,2,Ruiz-Johnson,8,10/12/2023,10:40:55,1500,12000,AM,Audit,Annual Tax Filing
279,2,"Scott, Richard and Q",3,22/01/2023,17:59:37,600,1800,EA,Tax,Market Analysis
280,1,"Perez, Tran and John",10,09/03/2023,07:45:39,300,3000,AP,Audit,Annual Tax Filing
281,3,"Gomez, Coffey and Wi",5,18/08/2023,14:20:47,600,3000,EM,Legal,Market Analysis
282,5,"Hernandez, Miller an",1,22/01/2023,15:59:36,300,300,EM,Tax,Quarterly Review
283,7,Daniels-Lopez,1,24/07/2023,07:11:49,900,900,AP,Management,Strategy Consulting
284,2,"Black, Wood and Warr",4,02/10/2023,05:12:10,300,1200,AM,Legal,Strategy Consulting
285,8,Joseph Ltd,3,24/02/2023,03:03:25,1500,4500,AP,Advisory,Annual Tax Filing
286,7,Bass-Schmidt,5,24/08/2023,21:19:59,300,1500,AP,Legal,Strategy Consulting
287,5,Gonzalez-Hill,8,19/12/2023,07:38:44,600,4800,EA,Audit,Quarterly Review
288,6,"Roberts, Hill and St",6,30/07/2023,06:40:54,1500,9000,EA,Audit,Strategy Consulting
289,8,"Choi, Harris and Byr",3,03/09/2023,14:42:21,900,2700,EM,Audit,Market Analysis
290,2,Huber-Santos,7,01/04/2023,14:44:04,900,6300,EM,Management,Strategy Consulting
291,7,Phillips-Thompson,1,16/01/2023,19:47:50,1200,1200,AM,Management,Strategy Consulting
292,5,"Hurley, Mercer and C",2,13/03/2023,08:56:26,600,1200,EA,Tax,Market Analysis
293,4,Gonzalez and Sons,5,29/06/2023,02:04:00,1200,6000,AP,Tax,Strategy Consulting
294,8,"Torres, Soto and Le",3,29/06/2023,14:27:44,1500,4500,EM,Advisory,Annual Tax Filing
295,4,"Brown, Mccoy and Tho",10,29/11/2023,00:56:29,900,9000,EM,Tax,Legal Consultation
296,3,Anderson-Cohen,6,23/07/2023,23:37:12,300,1800,EA,Management,Strategy Consulting
297,8,"Robles, Glenn and Ng",12,19/09/2023,12:15:28,1200,14400,AP,Audit,Quarterly Review
298,6,Ray-Collins,2,12/02/2023,05:19:43,1500,3000,AM,Management,Annual Tax Filing
299,6,"Duncan, Mcbride and ",6,09/03/2023,05:19:21,300,1800,EM,Management,Strategy Consulting
300,7,Hall-Richardson,6,09/12/2023,23:22:52,900,5400,AM,Tax,Quarterly Review
301,8,"Davis, Ford and Guer",1,20/01/2023,04:49:45,1500,1500,EM,Legal,Legal Consultation
302,7,Ross Ltd,7,12/02/2023,00:23:28,300,2100,AP,Advisory,Market Analysis
303,3,"Perkins, Hill and Me",7,20/05/2023,19:52:36,900,6300,AP,Management,Strategy Consulting
304,1,Moss Ltd,6,27/09/2023,02:13:32,300,1800,EM,Management,Market Analysis
305,9,Sanchez Ltd,3,10/08/2023,13:46:10,300,900,EM,Legal,Legal Consultation
306,6,Paul-Day,4,12/01/2023,07:09:16,1200,4800,AM,Management,Market Analysis
307,3,Howe PLC,1,26/01/2023,05:38:21,600,600,AM,Tax,Annual Tax Filing
308,7,Robinson and Sons,7,25/08/2023,17:35:04,1500,10500,EM,Tax,Quarterly Review
309,5,"Blair, Wheeler and W",8,29/09/2023,12:19:17,1200,9600,AP,Audit,Market Analysis
310,5,Ashley Group,7,02/02/2023,18:17:20,1500,10500,EM,Tax,Strategy Consulting
311,2,"Lucas, Montoya and V",2,20/12/2023,05:42:16,600,1200,AP,Advisory,Annual Tax Filing
312,7,"Hensley, Ferrell and",9,29/08/2023,09:51:18,900,8100,EM,Tax,Market Analysis
313,4,Peters Group,5,27/09/2023,09:23:15,300,1500,EM,Legal,Annual Tax Filing
314,8,Stevens-Cooper,2,18/02/2023,21:11:35,600,1200,EM,Legal,Annual Tax Filing
315,6,Mitchell-Goodwin,4,27/09/2023,20:42:40,600,2400,AP,Advisory,Quarterly Review
316,5,Foster PLC,6,07/12/2023,04:43:36,300,1800,AP,Audit,Strategy Consulting
317,7,White PLC,6,06/09/2023,22:24:23,1200,7200,AM,Management,Legal Consultation
318,1,Estrada and Sons,4,01/08/2023,08:08:34,1200,4800,EM,Tax,Legal Consultation
319,9,Berry-Jones,13,25/08/2023,11:00:14,900,11700,AM,Audit,Annual Tax Filing
320,8,Maxwell-Harvey,9,03/11/2023,11:50:43,600,5400,AM,Audit,Annual Tax Filing
321,4,Russo and Sons,3,27/06/2023,12:58:37,900,2700,AM,Advisory,Quarterly Review
322,2,Smith Group,3,02/08/2023,15:44:07,1500,4500,AM,Advisory,Market Analysis
323,9,Garcia-Mitchell,7,17/10/2023,17:49:34,600,4200,AM,Tax,Annual Tax Filing
324,8,Baker-Flores,6,31/10/2023,02:08:15,300,1800,AM,Legal,Strategy Consulting
325,5,"Pratt, Mitchell and ",7,20/12/2023,04:18:42,1200,8400,EM,Legal,Legal Consultation
326,5,Reyes-Morrison,8,28/01/2023,19:49:49,1500,12000,EM,Legal,Annual Tax Filing
327,7,"Smith, Townsend and ",8,16/05/2023,00:06:04,1200,9600,EM,Management,Legal Consultation
328,7,"Reyes, Sanchez and J",2,05/03/2023,07:09:18,900,1800,EM,Audit,Strategy Consulting
329,2,"Martinez, Valenzuela",10,01/11/2023,16:17:54,600,6000,EA,Audit,Quarterly Review
330,6,Shaw-Rodriguez,5,16/06/2023,07:38:48,1500,7500,EM,Management,Quarterly Review
331,1,"Peterson, Cardenas a",7,06/04/2023,09:48:57,1200,8400,AP,Advisory,Annual Tax Filing
332,4,Murphy Ltd,4,13/08/2023,05:29:48,1500,6000,AP,Legal,Strategy Consulting
333,3,Mckinney PLC,4,05/07/2023,18:02:28,1500,6000,EM,Audit,Strategy Consulting
334,2,"Snyder, Cooper and R",4,09/07/2023,14:37:30,1200,4800,AM,Management,Quarterly Review
335,3,"Thompson, Collier an",1,24/10/2023,10:25:11,600,600,AP,Management,Quarterly Review
336,9,Ortiz-Reed,10,22/05/2023,06:08:15,1200,12000,EM,Audit,Quarterly Review
337,7,Jordan LLC,4,15/09/2023,15:45:53,900,3600,AP,Management,Quarterly Review
338,6,Thompson-Ramirez,6,13/05/2023,17:41:58,900,5400,AP,Tax,Market Analysis
339,6,Wallace PLC,2,20/01/2023,18:09:31,300,600,EM,Management,Market Analysis
340,4,"Green, Kelly and Hug",4,07/01/2023,14:31:46,900,3600,EM,Advisory,Strategy Consulting
341,7,"Bailey, Miller and P",8,28/02/2023,11:50:33,900,7200,EM,Tax,Quarterly Review
342,4,Martinez PLC,3,25/05/2023,07:58:05,900,2700,AM,Advisory,Strategy Consulting
343,1,Oconnor Inc,6,04/07/2023,13:47:24,600,3600,EM,Audit,Quarterly Review
344,1,Bryant Inc,5,11/10/2023,14:58:25,900,4500,AM,Advisory,Strategy Consulting
345,3,Jackson PLC,6,21/02/2023,23:17:28,1500,9000,EM,Advisory,Annual Tax Filing
346,9,Duncan LLC,8,16/03/2023,12:50:07,1500,12000,AP,Legal,Market Analysis
347,9,"Williams, Berry and ",4,31/01/2023,03:58:11,1200,4800,EM,Advisory,Annual Tax Filing
348,3,Perkins PLC,7,22/11/2023,11:01:20,600,4200,EM,Audit,Market Analysis
349,2,Williams-Peterson,2,16/06/2023,00:47:01,600,1200,EM,Advisory,Quarterly Review
350,1,Reed Ltd,7,12/08/2023,16:49:16,300,2100,AP,Advisory,Annual Tax Filing
351,6,Wells LLC,10,20/12/2023,19:25:43,1500,15000,AP,Audit,Strategy Consulting
352,7,"Wyatt, Mahoney and V",4,07/10/2023,01:41:43,600,2400,AP,Advisory,Legal Consultation
353,7,"Reynolds, Mccullough",7,08/07/2023,19:20:14,600,4200,EM,Tax,Market Analysis
354,6,Hatfield-Fisher,5,29/09/2023,18:23:15,600,3000,EM,Audit,Quarterly Review
355,4,Johnson Inc,3,18/11/2023,11:36:30,300,900,EM,Audit,Strategy Consulting
356,8,"Mills, Schroeder and",5,17/12/2023,17:19:04,1500,7500,AP,Management,Strategy Consulting
357,1,Thomas Group,11,24/05/2023,04:29:30,1200,13200,EA,Audit,Strategy Consulting
358,8,Dominguez-Leonard,4,14/04/2023,20:19:06,300,1200,EA,Legal,Annual Tax Filing
359,6,Flores PLC,8,20/07/2023,16:59:27,300,2400,AP,Audit,Annual Tax Filing
360,4,Christensen-Logan,6,07/07/2023,03:36:41,1500,9000,EM,Tax,Market Analysis
361,1,"Gill, Johnson and Hu",4,12/03/2023,17:27:58,900,3600,EM,Management,Annual Tax Filing
362,8,Johnson and Sons,6,07/10/2023,04:16:48,900,5400,EA,Audit,Legal Consultation
363,5,Sanders and Sons,7,29/08/2023,14:48:17,900,6300,EM,Management,Legal Consultation
364,8,Odonnell LLC,2,30/09/2023,06:30:12,600,1200,AM,Advisory,Legal Consultation
365,7,"Ford, Green and Stan",15,15/05/2023,06:06:43,1200,18000,EM,Audit,Annual Tax Filing
366,5,Williams Inc,5,24/02/2023,17:13:39,300,1500,EM,Management,Annual Tax Filing
367,2,Williams LLC,8,16/08/2023,19:38:07,900,7200,AM,Advisory,Quarterly Review
368,7,Chen-Cunningham,2,03/08/2023,20:23:56,1200,2400,EM,Advisory,Market Analysis
369,7,"Williams, Barton and",10,04/05/2023,23:51:55,900,9000,AP,Audit,Strategy Consulting
370,6,"Chavez, Perez and Wa",6,11/05/2023,02:18:54,1500,9000,EM,Advisory,Quarterly Review
371,2,Roy Ltd,1,15/03/2023,21:59:58,300,300,AM,Legal,Legal Consultation
372,1,"Richardson, Ford and",4,06/07/2023,12:51:17,900,3600,AM,Management,Annual Tax Filing
373,4,Graves-Mann,6,25/02/2023,07:18:19,900,5400,AM,Audit,Market Analysis
374,5,"Harrington, Rangel a",5,22/06/2023,16:56:17,1200,6000,AM,Advisory,Market Analysis
375,5,Blackburn PLC,5,17/10/2023,10:12:28,1500,7500,EM,Advisory,Strategy Consulting
376,3,Miller-Padilla,8,15/12/2023,21:39:16,1500,12000,AP,Advisory,Strategy Consulting
377,7,Wood and Sons,2,25/08/2023,05:31:40,1200,2400,EA,Legal,Quarterly Review
378,9,"Williams, Owens and ",8,10/08/2023,11:31:28,900,7200,EM,Tax,Market Analysis
379,3,Shaw Ltd,10,03/04/2023,20:52:42,900,9000,AM,Audit,Legal Consultation
380,2,Dillon PLC,3,14/02/2023,14:17:29,1500,4500,AP,Management,Quarterly Review
381,1,Berry and Sons,3,01/07/2023,15:56:32,1200,3600,EM,Management,Strategy Consulting
382,7,Francis and Sons,3,06/06/2023,20:38:41,1200,3600,EM,Advisory,Quarterly Review
383,8,"Webb, Lewis and Clar",5,17/01/2023,05:29:04,300,1500,EM,Audit,Market Analysis
384,7,"Strickland, Mccormic",6,01/02/2023,09:31:13,1200,7200,AP,Legal,Legal Consultation
385,9,Wagner-Monroe,10,14/05/2023,09:57:55,1500,15000,AP,Audit,Market Analysis
386,4,"Ward, Johnson and St",8,20/03/2023,16:01:47,1200,9600,AP,Advisory,Annual Tax Filing
387,3,Valencia-Short,1,25/02/2023,07:57:37,900,900,EA,Management,Market Analysis
388,3,"Roy, Vargas and Mcco",6,17/11/2023,20:42:24,1500,9000,EM,Advisory,Strategy Consulting
389,2,"Fields, King and Hal",4,14/09/2023,02:12:37,300,1200,EM,Advisory,Quarterly Review
390,5,Hatfield-Fisher,2,16/05/2023,07:26:03,300,600,EM,Advisory,Quarterly Review
391,9,Noble-Wilson,5,03/11/2023,14:55:29,900,4500,EM,Audit,Strategy Consulting
392,8,"Wolf, Crawford and V",5,03/02/2023,22:17:50,600,3000,AM,Audit,Strategy Consulting
393,2,Clark Group,6,06/12/2023,10:50:42,1200,7200,EM,Management,Strategy Consulting
394,9,Perkins-Allen,8,03/01/2023,17:13:29,300,2400,AP,Tax,Legal Consultation
395,4,Cox-Fleming,8,26/10/2023,13:28:29,600,4800,AP,Management,Annual Tax Filing
396,2,Wallace Group,1,19/09/2023,05:12:09,1500,1500,EM,Management,Annual Tax Filing
397,2,"Davis, Gordon and Ho",6,04/03/2023,21:58:04,600,3600,AP,Audit,Market Analysis
398,3,Bernard Inc,2,17/03/2023,05:41:28,300,600,AP,Advisory,Annual Tax Filing
399,7,"Cowan, Anderson and ",6,26/08/2023,09:42:38,300,1800,AM,Management,Annual Tax Filing
400,8,Diaz PLC,10,04/03/2023,09:35:41,600,6000,AP,Audit,Market Analysis
401,6,Washington Inc,8,29/04/2023,21:26:49,600,4800,EM,Tax,Quarterly Review
402,7,Mckinney Inc,8,27/05/2023,12:22:37,300,2400,EM,Audit,Annual Tax Filing
403,7,Riley Inc,5,23/12/2023,09:15:44,1500,7500,AM,Legal,Market Analysis
404,4,Greer Group,6,12/09/2023,02:46:44,600,3600,EM,Management,Quarterly Review
405,9,Gray Inc,4,16/10/2023,09:56:28,1500,6000,AP,Tax,Legal Consultation
406,1,Arias-Moore,3,03/06/2023,22:28:45,1200,3600,AM,Management,Legal Consultation
407,4,"Myers, Kidd and Alle",4,19/11/2023,13:05:17,1500,6000,EM,Legal,Quarterly Review
408,2,Walker and Sons,2,17/08/2023,10:34:58,600,1200,AM,Tax,Annual Tax Filing
409,9,Ingram and Sons,8,29/05/2023,21:37:50,300,2400,AP,Advisory,Legal Consultation
410,9,"White, Lopez and Whi",2,10/06/2023,21:41:13,1500,3000,AP,Audit,Annual Tax Filing
411,7,Malone-Park,1,15/01/2023,16:03:22,300,300,EM,Management,Market Analysis
412,9,"Gonzalez, Sharp and ",7,28/06/2023,21:41:40,1200,8400,AM,Legal,Strategy Consulting
413,4,Cox-Rowe,5,23/09/2023,13:09:30,1200,6000,AP,Management,Annual Tax Filing
414,2,"Vargas, Mills and Lu",6,30/08/2023,13:24:44,1200,7200,EM,Advisory,Quarterly Review
415,9,Anderson-Miles,29,23/11/2023,03:45:00,600,17400,AM,Audit,Quarterly Review
416,5,"Page, Holland and Cu",2,30/10/2023,13:47:12,600,1200,AM,Audit,Quarterly Review
417,2,Brandt-Smith,8,07/08/2023,11:10:50,900,7200,AM,Advisory,Annual Tax Filing
418,8,Harris Inc,1,08/01/2023,15:36:53,1500,1500,EM,Advisory,Strategy Consulting
419,2,Jones-Barr,3,24/06/2023,02:18:16,300,900,AP,Tax,Annual Tax Filing
420,6,"Sexton, Carter and M",6,19/03/2023,13:39:19,1500,9000,AM,Advisory,Annual Tax Filing
421,5,Lewis-Mason,3,05/07/2023,09:19:22,600,1800,AM,Advisory,Legal Consultation
422,9,Harrison Inc,8,30/12/2023,10:56:40,300,2400,AP,Audit,Strategy Consulting
423,3,Pitts Ltd,6,29/09/2023,00:41:56,600,3600,EM,Audit,Legal Consultation
424,5,"Gallagher, Drake and",5,22/03/2023,17:22:07,1500,7500,EM,Advisory,Market Analysis
425,5,Mcguire-Garza,1,21/01/2023,00:21:04,1500,1500,AP,Tax,Legal Consultation
426,2,Baker-Neal,4,15/10/2023,13:36:36,900,3600,AP,Tax,Strategy Consulting
427,4,Valdez-Fleming,8,19/01/2023,17:23:27,900,7200,EM,Advisory,Market Analysis
428,3,Rodriguez-Crawford,1,06/05/2023,13:38:08,1500,1500,EM,Legal,Annual Tax Filing
429,9,Wilson Ltd,6,23/01/2023,23:58:34,900,5400,EA,Management,Market Analysis
430,1,Wilson and Sons,7,30/12/2023,02:15:20,300,2100,AM,Management,Strategy Consulting
431,5,"Alexander, Bradley a",3,26/11/2023,13:24:37,1200,3600,EA,Legal,Quarterly Review
432,2,Shah Inc,5,21/10/2023,19:19:06,600,3000,EA,Audit,Quarterly Review
433,3,Wagner Ltd,6,26/12/2023,17:50:24,900,5400,EA,Legal,Quarterly Review
434,5,Pena-Washington,5,24/10/2023,18:41:28,900,4500,EM,Tax,Annual Tax Filing
435,6,Chang-Williams,4,01/02/2023,14:00:55,300,1200,EA,Legal,Market Analysis
436,7,Moody-Smith,6,18/12/2023,10:03:19,1200,7200,AM,Management,Annual Tax Filing
437,3,"Potter, Williamson a",7,04/07/2023,00:23:51,300,2100,EA,Legal,Quarterly Review
438,1,Davis Inc,5,02/06/2023,18:14:17,1500,7500,AM,Tax,Legal Consultation
439,7,Tucker PLC,6,02/09/2023,03:49:25,900,5400,EM,Legal,Legal Consultation
440,3,Richards Group,1,31/03/2023,23:36:35,300,300,EM,Tax,Legal Consultation
441,1,"Williams, Gardner an",7,25/09/2023,10:43:34,1200,8400,EA,Management,Annual Tax Filing
442,8,"Matthews, Bailey and",4,12/09/2023,01:34:22,600,2400,AM,Advisory,Strategy Consulting
443,8,"Hill, Owens and Frye",7,18/11/2023,13:37:47,600,4200,AM,Advisory,Quarterly Review
444,3,Werner LLC,6,23/03/2023,03:48:39,900,5400,EA,Advisory,Annual Tax Filing
445,6,Allen and Sons,10,19/07/2023,15:41:53,600,6000,EM,Audit,Annual Tax Filing
446,8,Elliott LLC,7,25/05/2023,10:55:02,600,4200,AP,Tax,Annual Tax Filing
447,5,"Jones, Smith and Ste",4,13/02/2023,14:01:48,900,3600,EM,Tax,Market Analysis
448,8,Wilson Inc,7,12/04/2023,13:56:57,300,2100,EM,Legal,Quarterly Review
449,4,White PLC,6,23/08/2023,18:49:52,1200,7200,EM,Audit,Annual Tax Filing
450,2,Hall and Sons,3,22/08/2023,13:05:36,900,2700,EA,Management,Strategy Consulting
451,2,"Middleton, Ortiz and",7,10/06/2023,01:06:56,1200,8400,EM,Tax,Legal Consultation
452,1,Delacruz PLC,8,13/07/2023,20:31:18,600,4800,AM,Tax,Market Analysis
453,7,Bird LLC,6,14/10/2023,06:19:13,600,3600,AP,Tax,Annual Tax Filing
454,7,Gonzales Ltd,3,03/10/2023,06:49:22,1200,3600,EM,Audit,Quarterly Review
455,1,Gomez and Sons,3,05/12/2023,04:22:34,300,900,AP,Advisory,Annual Tax Filing
456,2,"Cole, Hayes and Will",1,31/05/2023,03:04:32,900,900,EM,Management,Annual Tax Filing
457,5,Peterson Inc,8,09/12/2023,08:12:13,600,4800,EM,Audit,Market Analysis
458,8,"Gutierrez, Tate and ",2,18/08/2023,13:37:35,300,600,AM,Advisory,Legal Consultation
459,5,Zamora-Jackson,7,28/08/2023,06:51:00,600,4200,AP,Legal,Annual Tax Filing
460,9,Dixon LLC,2,20/01/2023,19:56:00,600,1200,EM,Advisory,Legal Consultation
461,1,"Morris, Guzman and P",5,08/11/2023,14:58:59,600,3000,AM,Audit,Legal Consultation
462,3,Evans-Cox,6,27/10/2023,16:30:04,900,5400,EM,Legal,Annual Tax Filing
463,8,"Ward, Thomas and Ran",1,09/11/2023,10:05:56,600,600,EA,Management,Legal Consultation
464,3,Lopez-Williamson,7,07/07/2023,21:17:12,600,4200,AM,Legal,Annual Tax Filing
465,7,"Liu, Valdez and Mcke",8,29/12/2023,20:54:15,1500,12000,AM,Advisory,Strategy Consulting
466,4,"Walter, Weber and Co",1,08/12/2023,01:41:27,900,900,EM,Management,Strategy Consulting
467,7,Fields-Lyons,5,08/03/2023,21:03:21,300,1500,AP,Audit,Market Analysis
468,2,Johnson Inc,8,11/08/2023,16:10:20,300,2400,EM,Tax,Annual Tax Filing
469,8,"Morrison, Dunlap and",2,23/04/2023,15:30:55,600,1200,EA,Legal,Strategy Consulting
470,1,"Walker, Hensley and ",7,26/05/2023,17:12:52,1500,10500,AP,Management,Strategy Consulting
471,8,"Jordan, Padilla and ",8,04/08/2023,10:20:12,900,7200,EA,Management,Legal Consultation
472,6,Jackson PLC,4,20/06/2023,02:41:03,300,1200,EM,Audit,Legal Consultation
473,2,Perry-Moore,8,23/10/2023,01:20:10,900,7200,AP,Tax,Annual Tax Filing
474,6,"Cooper, Lopez and Sm",6,10/12/2023,00:49:52,1500,9000,EA,Advisory,Legal Consultation
475,7,Rodriguez-Lewis,8,27/03/2023,21:31:45,900,7200,AM,Advisory,Quarterly Review
476,2,Byrd PLC,6,17/12/2023,05:33:31,1500,9000,AP,Advisory,Annual Tax Filing
477,7,Mckenzie-Harris,3,15/11/2023,21:01:43,1200,3600,AM,Management,Quarterly Review
478,5,"Duarte, Perez and Re",5,31/07/2023,07:36:43,1200,6000,AM,Management,Legal Consultation
479,7,"Maxwell, Nichols and",4,01/12/2023,18:46:04,1500,6000,EM,Audit,Strategy Consulting
480,2,"Miller, Schultz and ",2,09/06/2023,07:00:32,300,600,EM,Audit,Strategy Consulting
481,9,Stokes-Howard,5,14/07/2023,07:04:20,600,3000,EM,Advisory,Strategy Consulting
482,1,"Nelson, Santos and Y",3,10/09/2023,15:09:59,600,1800,EA,Audit,Strategy Consulting
483,8,Bradford-Brown,2,20/12/2023,05:28:42,1200,2400,EA,Legal,Market Analysis
484,6,"Dodson, Jordan and Y",7,19/02/2023,22:48:58,300,2100,AP,Audit,Strategy Consulting
485,1,Spencer Group,2,02/10/2023,11:19:27,900,1800,AP,Legal,Legal Consultation
486,4,Martin Ltd,2,03/04/2023,22:09:24,1500,3000,EM,Advisory,Legal Consultation
487,5,"Davis, Delgado and W",7,05/09/2023,17:20:30,300,2100,AM,Legal,Strategy Consulting
488,5,Whitehead LLC,8,05/08/2023,09:28:48,600,4800,EA,Tax,Strategy Consulting
489,2,Medina-Smith,3,24/02/2023,06:38:56,1200,3600,AP,Legal,Market Analysis
490,8,Smith-Maynard,7,14/12/2023,03:23:57,600,4200,EM,Legal,Strategy Consulting
491,7,"Mack, Wyatt and Reev",8,04/04/2023,10:34:53,300,2400,EM,Audit,Quarterly Review
492,9,Ruiz Inc,1,09/11/2023,09:11:46,1200,1200,EM,Audit,Legal Consultation
493,9,Burke-Guerra,7,18/09/2023,05:51:48,1500,10500,EM,Advisory,Annual Tax Filing
494,6,Pittman-Stanton,6,17/11/2023,19:20:51,900,5400,EM,Tax,Annual Tax Filing
495,5,Gilmore and Sons,1,02/03/2023,22:24:42,1200,1200,AM,Tax,Legal Consultation
496,3,Sparks-Alexander,6,15/12/2023,03:41:47,900,5400,EM,Advisory,Quarterly Review
497,5,"Williams, Rodriguez ",1,05/12/2023,02:45:45,1500,1500,AP,Advisory,Legal Consultation
498,2,"Jordan, Butler and T",8,12/11/2023,23:38:04,900,7200,AM,Legal,Legal Consultation
499,4,"Dalton, Rowe and Ste",4,01/02/2023,19:37:22,300,1200,AM,Tax,Market Analysis
500,1,Davis Group,8,12/09/2023,04:26:29,1200,9600,EM,Advisory,Legal Consultation
501,3,"Rodriguez, Santiago ",1,26/04/2023,14:56:59,300,300,AP,Tax,Annual Tax Filing
502,1,"Anderson, Henderson ",5,25/10/2023,13:00:03,600,3000,EM,Legal,Strategy Consulting
503,4,"Sanders, Campos and ",7,04/01/2023,06:23:57,1500,10500,EM,Management,Legal Consultation
504,8,Smith-Henderson,1,09/06/2023,14:57:29,300,300,AM,Tax,Annual Tax Filing
505,4,Bishop-West,4,11/12/2023,04:50:23,600,2400,AP,Legal,Strategy Consulting
506,5,"Kirk, Casey and Roge",7,26/11/2023,21:18:30,1500,10500,EM,Legal,Annual Tax Filing
507,3,Williams PLC,3,19/11/2023,09:43:02,1200,3600,AM,Management,Annual Tax Filing
508,7,"Smith, Manning and P",3,17/06/2023,18:31:36,1200,3600,AP,Tax,Market Analysis
509,9,Harris Group,4,12/11/2023,05:20:07,1500,6000,AM,Audit,Annual Tax Filing
510,1,"Cooper, Wilkins and ",1,04/07/2023,03:22:52,1200,1200,EM,Legal,Market Analysis
511,6,Rios-Hamilton,5,11/12/2023,16:15:40,1200,6000,EM,Advisory,Market Analysis
512,9,"Taylor, Ponce and Re",4,06/10/2023,10:08:51,600,2400,EM,Audit,Annual Tax Filing
513,6,"Warren, Cross and Ro",1,29/08/2023,18:28:45,900,900,EM,Audit,Quarterly Review
514,1,"Mitchell, Weaver and",8,28/08/2023,08:46:44,600,4800,EM,Audit,Annual Tax Filing
515,2,Gilmore and Sons,4,26/01/2023,23:17:20,1200,4800,EA,Management,Market Analysis
516,4,Davis Inc,5,23/11/2023,23:19:58,1200,6000,EA,Advisory,Annual Tax Filing
517,7,Gardner and Sons,6,24/06/2023,02:23:12,900,5400,EM,Advisory,Legal Consultation
518,9,Kidd Ltd,4,03/10/2023,10:13:33,900,3600,EM,Legal,Quarterly Review
519,9,"Valenzuela, Morrow a",5,30/04/2023,10:14:53,900,4500,EA,Tax,Quarterly Review
520,4,Brandt Inc,6,18/03/2023,23:41:14,900,5400,AM,Management,Quarterly Review
521,9,"Hughes, Williams and",5,27/07/2023,05:30:23,300,1500,AP,Management,Annual Tax Filing
522,9,Simmons-Martin,1,28/09/2023,11:39:53,900,900,EM,Audit,Annual Tax Filing
523,9,Greene-Harris,4,24/12/2023,13:24:37,600,2400,EM,Tax,Annual Tax Filing
524,7,"Quinn, Lewis and Par",4,22/04/2023,04:47:53,600,2400,EA,Management,Market Analysis
525,2,"Levy, Gonzales and P",2,22/01/2023,10:54:45,1500,3000,EM,Legal,Annual Tax Filing
526,7,"Morrison, Dunlap and",3,21/06/2023,06:33:03,1500,4500,EM,Tax,Strategy Consulting
527,3,Jackson-Alvarez,3,22/01/2023,01:34:30,300,900,AM,Tax,Annual Tax Filing
528,7,"Young, Gonzales and ",8,28/01/2023,16:47:20,900,7200,EA,Management,Market Analysis
529,9,Barrera Ltd,6,06/03/2023,02:37:25,600,3600,AM,Advisory,Annual Tax Filing
530,2,Wilson-Perez,7,20/03/2023,19:48:09,300,2100,AP,Legal,Legal Consultation
531,6,"Cook, Elliott and Pe",4,08/02/2023,05:28:01,1500,6000,AP,Tax,Market Analysis
532,3,"Cook, Hoffman and Ga",6,21/01/2023,14:10:15,300,1800,EM,Legal,Market Analysis
533,7,"Campbell, Williams a",6,03/08/2023,09:38:08,1500,9000,EM,Legal,Market Analysis
534,9,"Mitchell, Pierce and",7,13/04/2023,09:15:02,900,6300,AP,Tax,Quarterly Review
535,2,Nichols-White,2,22/08/2023,06:14:06,1200,2400,EM,Tax,Market Analysis
536,6,"Larson, Cantu and Wa",4,21/05/2023,11:00:38,1200,4800,AM,Audit,Strategy Consulting
537,8,Holt-Rogers,8,09/01/2023,11:26:10,1200,9600,EA,Tax,Strategy Consulting
538,8,Collier Inc,7,12/09/2023,13:11:18,1500,10500,AP,Management,Market Analysis
